epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
52,1.3671452154432024,0.8185714285714286,1.342972999269312,0.8348214287649501,2024-12-07 16:03:54.121318
53,1.3662121098382132,0.8207142857142857,1.344507491046732,0.8405032469467684,2024-12-07 16:03:54.121318
54,1.3568651628494264,0.83,1.3346572464162654,0.829139610583132,2024-12-07 16:03:54.121318
55,1.3622037383488246,0.8242857142857143,1.330119319937446,0.8449675332416188,2024-12-07 16:03:54.121318
56,1.358455638885498,0.8242857142857143,1.3620954724875363,0.8060064938935366,2024-12-07 16:03:54.121318
57,1.371023542540414,0.805,1.3321161839095028,0.8344155848026276,2024-12-07 16:03:54.121318
58,1.3564120292663575,0.8342857142857143,1.3197089623321185,0.8514610393480821,2024-12-07 16:03:54.121318
59,1.3523278290884835,0.8307142857142857,1.3253481415185062,0.8461850651285865,2024-12-07 16:03:54.121318
60,1.353960757255554,0.83,1.3271616995334625,0.8461850651285865,2024-12-07 16:03:54.121318
61,1.3548631388800485,0.8278571428571428,1.3259247216311367,0.8502435074611143,2024-12-07 16:03:54.121318
62,1.3510652126584735,0.8307142857142857,1.3475810208103873,0.817370130257173,2024-12-07 16:03:54.121318
63,1.3497482797077724,0.83,1.312849765474146,0.8628246757117185,2024-12-07 16:03:54.121318
64,1.3332563516071865,0.8485714285714285,1.3224111063913866,0.8457792211662639,2024-12-07 16:03:54.121318
65,1.3394978632245744,0.845,1.3105087415738539,0.8628246757117185,2024-12-07 16:03:54.121318
66,1.3522044100080217,0.8292857142857143,1.3279858367009596,0.8348214287649501,2024-12-07 16:03:54.121318
67,1.355661745752607,0.8271428571428572,1.3154233992099762,0.8579545454545454,2024-12-07 16:03:54.121318
68,1.3398666225160871,0.8414285714285714,1.312277303500609,0.8624188317493959,2024-12-07 16:03:54.121318
69,1.3395618438720702,0.8392857142857143,1.315564908764579,0.8514610393480821,2024-12-07 16:03:54.121318
70,1.3416928809029716,0.8385714285714285,1.345451525666497,0.8348214287649501,2024-12-07 16:03:54.121318
71,1.330143028667995,0.8564285714285714,1.3242056667804718,0.8461850651285865,2024-12-07 16:03:54.121318
72,1.3338846349716187,0.8521428571428571,1.3035771332003854,0.8628246757117185,2024-12-07 16:03:54.121318
73,1.3292814465931484,0.8492857142857143,1.3107886937531559,0.8579545454545454,2024-12-07 16:03:54.121318
74,1.3333437585830687,0.8485714285714285,1.3154655451124364,0.8624188317493959,2024-12-07 16:03:54.121318
75,1.321626170703343,0.8571428571428571,1.3122022260319104,0.8518668833104047,2024-12-07 16:03:54.121318
76,1.3218987785066878,0.8564285714285714,1.3053743297403508,0.868100649931214,2024-12-07 16:03:54.121318
77,1.3260511691229684,0.855,1.3338548730720172,0.8287337666208093,2024-12-07 16:03:54.121318
78,1.3264371681213378,0.8528571428571429,1.2917541021650487,0.8741883120753549,2024-12-07 16:03:54.121318
79,1.3306407288142612,0.8507142857142858,1.3020655323158612,0.8632305196740411,2024-12-07 16:03:54.121318
80,1.3355652911322458,0.8428571428571429,1.3009737432003021,0.8632305196740411,2024-12-07 16:03:54.121318
81,1.3128525870186942,0.87,1.3052478568120436,0.8741883120753549,2024-12-07 16:03:54.121318
82,1.3119666038240705,0.8685714285714285,1.2956907911734148,0.8676948059688915,2024-12-07 16:03:54.121318
83,1.3173113400595529,0.8621428571428571,1.3179780353199353,0.8510551953857596,2024-12-07 16:03:54.121318
84,1.3231334842954363,0.8542857142857143,1.2903071506456896,0.8802759742194955,2024-12-07 16:03:54.121318
85,1.314351350239345,0.8628571428571429,1.3326593664559452,0.8348214287649501,2024-12-07 16:03:54.121318
86,1.3225666359492712,0.8521428571428571,1.2944420792839744,0.8855519484389912,2024-12-07 16:03:54.121318
87,1.3211301721845354,0.855,1.3112398711117832,0.8510551953857596,2024-12-07 16:03:54.121318
88,1.3076526083265032,0.8678571428571429,1.2956822379068895,0.8745941560376774,2024-12-07 16:03:54.121318
89,1.3063492012023925,0.8735714285714286,1.2955989647995343,0.8802759742194955,2024-12-07 16:03:54.121318
90,1.3138682549340384,0.86,1.2980261336673389,0.8806818181818182,2024-12-07 16:03:54.121318
91,1.3062209592546736,0.87,1.2842715707692234,0.8737824681130323,2024-12-07 16:03:54.121318
92,1.3105420058114188,0.8692857142857143,1.3101079328493639,0.8510551953857596,2024-12-07 16:03:54.121318
93,1.3057421357291086,0.8721428571428571,1.2921551628546282,0.8851461044766686,2024-12-07 16:03:54.121318
94,1.3136247348785401,0.8657142857142858,1.3080079040744088,0.868100649931214,2024-12-07 16:03:54.121318
95,1.3052659034729004,0.8692857142857143,1.2979895770549774,0.8745941560376774,2024-12-07 16:03:54.121318
96,1.3130302129473006,0.8635714285714285,1.2872867719693617,0.8863636363636364,2024-12-07 16:03:54.121318
97,1.3008438430513654,0.8807142857142857,1.2889245044101367,0.8802759742194955,2024-12-07 16:03:54.121318
98,1.3090508692605154,0.8728571428571429,1.305811884728345,0.8632305196740411,2024-12-07 16:03:54.121318
99,1.3041798155648368,0.875,1.2953944287516854,0.8689123378558592,2024-12-07 16:03:54.121318
